contrast 0,contrast 45,contrast 90,contrast 135,dissimilarity 0,dissimilarity 45,dissimilarity 90,dissimilarity 135,homogeneity 0,homogeneity 45,homogeneity 90,homogeneity 135,asm 0,asm 45,asm 90,asm 135,energy 0,energy 45,energy 90,energy 135,corelation 0,corelation 45,corelation 90,corelation 135,label
10923.807583386963,10946.895849486424,10939.483213654376,10948.54899630331,85.6142395691888,85.67770003198366,85.64511357148854,85.68262783865107,0.009967231693259592,0.009867185881870104,0.009984285406983416,0.009867964118555887,1.5913990727777498e-05,1.5865294752016856e-05,1.5870845029761347e-05,1.5862023615969997e-05,0.00398923435357933,0.003983126253587357,0.003983822916466211,0.003982715608221355,-0.012534292905212149,-0.0132786976064132,-0.01249237410256849,-0.013346745928196463,Bishop
11187.09024249493,11175.859914738294,11212.04106620415,11164.099135314777,87.21233563164726,87.15775390457975,87.39711928339376,87.07957351669302,0.007065516114122231,0.006804532824211913,0.007189841656548452,0.006694158213765668,1.682616120795443e-05,1.6732540484320858e-05,1.688587587179605e-05,1.6700838658955016e-05,0.004101970405543467,0.00409054281047404,0.004109242737025406,0.004086665958817164,-0.03008306058902557,-0.02892129386261153,-0.033365201749393586,-0.02769092592650365,Bishop
11948.10554678511,12083.909044803977,12292.575288239226,12088.151750312101,92.6657376718669,93.45105776628608,94.45920529153696,93.44819317382189,-0.009111551711462334,-0.007280150607712603,-0.004257520621354629,-0.00723930048541076,2.0988822253595296e-05,2.147780500150105e-05,2.238144868354288e-05,2.1499878504870756e-05,0.004581355940504437,0.0046344152815108244,0.004730903580030234,0.004636796146572627,-0.13218888298769044,-0.14827513209173648,-0.18746221571827557,-0.14883662699137715,Bishop
11166.421253334174,11150.858207290763,11147.84856536786,11138.768364311436,87.25326320705747,87.1286935613815,87.18207879525899,87.04493946701844,0.006061468585067615,0.005653701207851397,0.005643528277611226,0.005724493020682735,1.71927965959563e-05,1.7035406872354302e-05,1.714950881519676e-05,1.700827556160173e-05,0.004146419732245676,0.0041273971062104385,0.004141196543898486,0.004124109062767585,-0.06225760563081821,-0.0576306585003109,-0.061253102342450905,-0.054295252821838884,Bishop
12588.441985393272,12424.913721677372,12363.55647708982,12478.709257454393,96.9986737440998,95.82214960411544,95.29787490939825,96.32808706584359,-0.004857316343807615,-0.007146244115457331,-0.010019438649800285,-0.008993876846708403,2.5081122607296873e-05,2.3936711906416534e-05,2.3676031107377987e-05,2.4448900913639677e-05,0.005008105690507827,0.0048925159076304015,0.004865802205944872,0.004944582986829089,-0.1647346677016186,-0.15304338451380994,-0.152324293440365,-0.15910763332258182,Bishop
11669.057112425307,11618.996964176778,11586.90546751922,11616.918370284675,90.4834077620658,90.12418628975533,89.90140901572396,90.10473910419489,0.002824712082879482,0.0026430696089440662,0.00229175204110881,0.002879867902317672,2.110150376089585e-05,2.0409039951665176e-05,1.994547624313693e-05,2.0391673603593e-05,0.004593637312728971,0.004517636544883306,0.00446603585331969,0.004515714074605809,-0.13030481002527664,-0.11008962362415337,-0.10600725485707656,-0.11095679603298024,King
10898.942467150362,10899.9477959516,10900.173903464909,10899.902802525545,85.34451033059999,85.35723552727009,85.3589242746691,85.35689910696983,0.011037232601916103,0.010915683074159976,0.010908032827811661,0.010914119813355666,1.55805472640071e-05,1.5592666996120654e-05,1.5596752295734288e-05,1.5592180145878784e-05,0.003947220194517542,0.0039487551197967,0.003949272375480614,0.003948693473274266,-0.0024620460251445287,-0.0029043361369261527,-0.002958515993232094,-0.0028935549201010947,King
12670.312439401445,12977.018408728332,13254.426228575205,12946.215119867884,97.56701793078639,99.37184500624662,100.39481027190152,99.19021366506118,-0.012330633540300983,-0.010756707162229833,-0.008512228208492003,-0.010311467506253332,2.4567505091668083e-05,2.5333730436193345e-05,2.6149554016898607e-05,2.515176310854776e-05,0.0049565618216328225,0.005033262404861617,0.005113663463398682,0.005015153348457827,-0.184215214347555,-0.20907391981773052,-0.25104891323432693,-0.20985416964308065,King
12051.52318977687,12208.858170148213,12584.710095635013,12219.697261294388,93.54839533724476,94.59920901754867,96.84598850792453,94.63302670734235,-0.005643973658684371,-0.0072210574347255285,-0.006378223815266399,-0.00784601679545224,2.277435406466505e-05,2.3574485113965527e-05,2.523492048703747e-05,2.346008033846391e-05,0.004772248323868431,0.004855356332337054,0.005023437118849749,0.004843560708658859,-0.10857701741587475,-0.13434641480838191,-0.18149941787512539,-0.13445786006720706,King
11261.923898339975,11240.592177880791,11270.29912305886,11245.1147843076,87.66754660202176,87.60624200534616,87.80437318327033,87.6247020751849,0.009631096805508362,0.007231562736783633,0.006291193114187619,0.007305388382288591,1.7168125950563752e-05,1.705587507699672e-05,1.7085931206464335e-05,1.7056854064208296e-05,0.004143443730831125,0.004129875915447911,0.0041335131796650096,0.004129994438762393,-0.03653999520885131,-0.032746250148918944,-0.035268857784202,-0.033718705255015816,King
11769.89578795232,11615.664458442545,11465.215742771641,11609.347031887126,91.2555237446698,90.31281371972999,89.41050586529431,90.25011030153588,-0.0032572721185869583,-0.004556244323274228,-0.0011631550140582746,-0.004554556371818971,2.11784736627204e-05,2.0398806248541752e-05,2.009437816889895e-05,2.037209163706955e-05,0.004602007568737844,0.004516503763813527,0.0044826753361021975,0.004513545351170136,-0.06935776071259832,-0.05913864360671667,-0.05218836394738034,-0.05852685817685725,King
11003.319091902396,11005.054374798578,10987.721107529658,11001.098211766863,86.24523422815153,86.21753444256575,86.19747795243147,86.20631305998712,0.008209392101889746,0.007978799830138564,0.008076332118183304,0.007929218800759424,1.6498352591740923e-05,1.6459249215514022e-05,1.6572906018194324e-05,1.646332767048769e-05,0.004061816415317281,0.004057000026560762,0.0040709834215081646,0.004057502639615616,-0.03345958632736994,-0.031753188390187564,-0.03297335744896138,-0.03159916476525623,King
11080.09948196803,11090.711674478594,11085.39583934604,11088.31171878956,86.9172472092515,86.88077191627042,86.96997838930986,86.8723349522961,0.0066970936961257685,0.006366147245213465,0.006737316883450479,0.006397450390960808,1.71143302303535e-05,1.6996946659309012e-05,1.7213654727945904e-05,1.6993885992647807e-05,0.0041369469697294286,0.004122735337043722,0.004148934167704508,0.004122364126644783,-0.05788494072438404,-0.054283963060795797,-0.06055857528883856,-0.05405502801937066,King
10934.290546892678,10957.778569542654,10958.106853678202,10957.743597913943,85.88356204049512,85.97026312846823,86.01686624628698,85.95997247471863,0.008630115825639915,0.008697558392271425,0.008870575938390078,0.00854991481289239,1.6259915071923554e-05,1.6261066452088995e-05,1.6381687767037754e-05,1.6242670837734397e-05,0.004032358499925764,0.004032501264982938,0.0040474297729593475,0.00403021970092629,-0.024370436948581507,-0.02601714333218482,-0.02859643931031457,-0.025525391171811962,King
10977.504697345257,10972.534581565158,10967.79450423503,10975.246581736294,85.96304900045756,85.88066448445056,85.85845733187618,85.89509790131277,0.009180656660800033,0.009157336764196044,0.009185345136877274,0.009135602786276918,1.6341321415322534e-05,1.6195528989318634e-05,1.6214937053667205e-05,1.6203414556245584e-05,0.004042440032371851,0.004024366905404952,0.0040267775023791925,0.004025346513810406,-0.024462774392622108,-0.020429682367164262,-0.019844507001812936,-0.02087419594078991,King
11014.582195374585,11020.380942480399,10999.682439816495,11025.124787494316,86.34000731654747,86.33633198375068,86.29736494624582,86.34574664051233,0.008285925207035276,0.008268890574122905,0.008459180862628202,0.008290182048372582,1.657403811157291e-05,1.6530063556479157e-05,1.66440737906071e-05,1.651722429517282e-05,0.004071122463347536,0.00406571808620312,0.00407971491535954,0.004064138813472396,-0.0358938064625639,-0.03473791739734315,-0.03598395085206849,-0.03469362729967465,King
11712.619304131578,11589.79903625382,11419.099989594331,11579.300143813834,90.96462962619505,90.16013573749277,89.1612404514122,90.06107579409624,-0.002751851741345901,-0.004278505343647966,-0.0010827380397125759,-0.004337506625999885,2.1114896627122966e-05,2.0417575768104765e-05,2.0212349971243533e-05,2.041391081233469e-05,0.004595094844192333,0.004518581167590637,0.004495814717183476,0.0045181756066287075,-0.057602303746175434,-0.05243974321927432,-0.045340313725555845,-0.05164607620237535,King
11317.630682147857,11327.452590643863,11409.621424397677,11340.090347486303,88.29601101968203,88.29658331424865,88.81998149861602,88.38227862824152,-0.0006387938590528376,0.00038930993418865385,0.001728690640311978,0.00016269002043563225,1.8782135078986703e-05,1.8809898162631656e-05,1.947837145415157e-05,1.888524481961553e-05,0.004333836069694688,0.004337037948027624,0.004413430803145277,0.0043457156855477245,-0.05183676040313296,-0.04864604562367565,-0.05828285215883998,-0.05051919069230914,King
11730.334505099032,11698.601835102369,11726.183802166135,11682.879477098119,90.8819718860111,90.67188649279461,90.65398482519312,90.58128810285625,0.001410471383070007,0.0009640541805041099,0.0005970314178144891,0.0003994066317020222,2.0066934767080442e-05,1.993492957456125e-05,1.9913301984543333e-05,1.9825759326225192e-05,0.004479613238559825,0.004464854933204577,0.004462432294673313,0.004452612640487065,-0.047524279183773846,-0.04730991253787504,-0.049578934443487196,-0.04629114949932018,King
11345.9484191251,11445.514568080525,11483.048840608375,11439.457561210185,88.43249881295816,89.01732936728585,89.24098733774659,88.98213793331311,-0.0019838856825468805,0.0008628028248782176,0.0030070001437299985,0.0006129244847007161,1.8574343679381543e-05,1.9182872563636874e-05,1.9717755853991418e-05,1.9138879038781156e-05,0.00430979624569208,0.0043798256316475515,0.004440467976913179,0.0043748004570244295,-0.06742134227377394,-0.07526688199686943,-0.08174414143049606,-0.07494837075551028,King
11347.036334206385,11312.188104567544,11348.625329432081,11325.261369668964,88.22944662013053,88.05231740418198,88.25626327043479,88.13100655482043,0.006700475397893202,0.006218703555931468,0.006546548985867412,0.006325085179338443,1.743086757176882e-05,1.7266296831856644e-05,1.7359845499157054e-05,1.7309001067049647e-05,0.004175029050410167,0.0041552733763083076,0.004166514790464214,0.004160408762014815,-0.03322119618011046,-0.03038893502442576,-0.033746122673684396,-0.03159275599353361,King
10914.173740131504,10928.50366030206,10938.130174857448,10925.889283338254,85.53690733967065,85.59291742678732,85.6272783956852,85.57882097238654,0.01022826911837858,0.010001103318335224,0.010069636311473633,0.010042259363812603,1.5880476952281032e-05,1.58449515978825e-05,1.584343810942727e-05,1.5842300337507755e-05,0.003985031612456924,0.003980571767709069,0.00398038165373966,0.003980238728708085,-0.01057880050285544,-0.011684647346335184,-0.012353947767948296,-0.01127673204754936,King
10906.312775924629,10934.043242763442,10929.705831652844,10933.276677534177,85.56952493955023,85.67185729543088,85.6675622624471,85.66653480524774,0.009888153357156457,0.009635516798305729,0.009686690750153947,0.00971988772001102,1.5961019822190007e-05,1.5911142512961187e-05,1.5942603234991165e-05,1.5910965661286325e-05,0.003995124506469105,0.003988877349952138,0.003992818958454185,0.003988855181789172,-0.012661538722243723,-0.014686410438719995,-0.014952681853077347,-0.014535708214499224,King
11061.10623320546,11066.416456392844,11091.604421513539,11065.439637966123,86.31700349819853,86.34899941406725,86.49573892043747,86.34133042724191,0.007755363828943102,0.008076009800762124,0.008716377422912027,0.008079533122257287,1.661278876133069e-05,1.6679916332675924e-05,1.6841260583424003e-05,1.6681461982114996e-05,0.004075878894340543,0.004084105328303363,0.004103810495554589,0.0040842945513411485,-0.018514243020727853,-0.018413056311564275,-0.020544485069101597,-0.018371602842469054,King
10984.453695532628,11000.47604731471,11007.419219190795,11000.019822258319,85.77911505508564,85.88508413169309,85.92946987957552,85.88209407743712,0.009818659617835112,0.009847843215674449,0.009908322156192011,0.009883413779543923,1.6140966624003413e-05,1.6327045916754995e-05,1.6438794347187095e-05,1.6329848678842052e-05,0.004017582186340861,0.004040673943385558,0.004054478307647865,0.004041020747143233,-0.004980682384259276,-0.005293921101639516,-0.005572251537115496,-0.005301442850077917,King
12416.24783931109,12311.555776461562,12496.390115817518,12261.454903510818,95.83416812708211,95.11408996102288,96.16469551020394,94.81007126563931,-0.009105532795650538,-0.008918398929776725,-0.005666046699948822,-0.008712939506341307,2.4269829367837158e-05,2.364113718977146e-05,2.4647323185825906e-05,2.3398778858495116e-05,0.004926441856739726,0.004862215255392491,0.004964607052509383,0.004837228427363661,-0.20373518024132192,-0.1759007161311566,-0.20094657884132763,-0.16476985967261443,King
12397.548279385535,12168.14742291449,12120.488347018356,12150.86954643549,96.26903420499805,94.70411539056684,94.20341924675031,94.61754100796665,-0.0003187737407659636,-0.008744985904956606,-0.014127050380796154,-0.008263487421867322,2.479320966223827e-05,2.3425585303314442e-05,2.251601759912347e-05,2.3400061575423853e-05,0.004979278026204027,0.004839998481747121,0.004745104593064675,0.004837361013551072,-0.12557147448220116,-0.10466488593058558,-0.10891970842023771,-0.1024175919603199,King
11413.274939071602,11515.372094001708,11591.457869448643,11506.649948778208,88.79833510744542,89.34740145234205,89.60534314521404,89.29928677853842,0.0025311219072706196,0.0039387145017673675,0.0052069440524049665,0.00397742362976589,1.800509455004174e-05,1.8340197953785895e-05,1.8648926331420836e-05,1.8349086609813295e-05,0.004243241043122785,0.004282545732830637,0.00431844026604755,0.004283583384248904,-0.02715249875188197,-0.033132493302963695,-0.037242444191282344,-0.032376399953842123,King
12438.12888382646,12260.349586038137,12359.631646652688,12253.77064200873,95.06045399049783,94.26531224242602,94.60848424108109,94.20625603647598,-0.0016283464033316796,-0.003511341168178574,-0.002538540812830004,-0.0031961566324644774,2.3947961714257045e-05,2.292341666132177e-05,2.3617305389827082e-05,2.2846946987557555e-05,0.004893665468159531,0.004787840500823077,0.004859763923260788,0.004779848008834335,-0.1603651718417524,-0.13600792956798882,-0.148769733400813,-0.13427144632820756,King
12933.479031962255,12777.393235569769,12822.118390771162,12784.252141112296,98.48208789956624,98.02301515600938,98.25207283088591,98.06315443774038,-0.00589947894632686,-0.00809596701394439,-0.0061494129336553275,-0.008210384407808559,2.3677390853316675e-05,2.3447139746267246e-05,2.3570917266842217e-05,2.3450438212078113e-05,0.004865941928683148,0.0048422246691234025,0.00485498890491443,0.004842565251194672,-0.12208499785541478,-0.11125523402647101,-0.10839921438938972,-0.11112280435989956,King
12240.963903907632,12130.390357766093,12264.837703018517,12190.8382804047,94.31027453818722,93.73516105356777,94.53510613312878,94.17313701434443,-0.012508524431072272,-0.012869826962809031,-0.012033811221323467,-0.01449070986422316,2.3380699690781777e-05,2.235953252947845e-05,2.369876922765194e-05,2.2754668311566463e-05,0.004835359313513503,0.004728586737015453,0.0048681381685046635,0.004770185354005279,-0.15855738120516744,-0.135807808531744,-0.1615288735561496,-0.14640941264875598,King
11270.411435758264,11268.948703698425,11284.589914613505,11266.679338147622,87.51169863903029,87.50162768359627,87.52545101465121,87.48731195535835,0.005975078274492658,0.006220642472339876,0.006569900160703263,0.006203465991896352,1.7786195674525254e-05,1.7926057102438437e-05,1.8280838332829877e-05,1.7917067880864207e-05,0.004217368335173637,0.004233917465236945,0.004275609703051703,0.004232855759515579,-0.017352011572823782,-0.01725034514231606,-0.017468169649609885,-0.017088408516074717,King
11457.765170588895,11403.22638025507,11433.1067805238,11394.141345374699,89.21821820651586,88.80574307723386,89.00146994831184,88.78041878886975,-5.414573816767097e-05,-0.0019111592806589283,-0.0022050505422509525,-0.0018164571762116924,1.9453622662956577e-05,1.88832868935417e-05,1.9017990961762485e-05,1.8916331847807334e-05,0.004410626107816959,0.00434549040886546,0.00436096216009294,0.004349290959203274,-0.09532607686468093,-0.07999547279798488,-0.08146626080867296,-0.07729684999901819,King
12054.176484591328,12058.94860952475,12238.633323985421,12002.274531284522,93.24075983315217,93.34052905751557,94.37094577573436,92.93971446862012,-0.006735209244573409,-0.005655973329646842,-0.0029188019374142924,-0.0054178691695497255,2.1962874530097205e-05,2.1916145349475702e-05,2.28324655256173e-05,2.1654092160223144e-05,0.004686456500395283,0.004681468289914576,0.00477833292327118,0.004653395766558347,-0.1083000821228919,-0.1069484027081583,-0.12356963867882266,-0.10014075381513328,King
11786.08737852573,11746.602284100567,11904.875603686167,11837.500432061066,91.50136960021291,91.25584745124632,92.11054599131137,91.81943676489013,-0.001789965055906063,-0.0019121881693899016,-0.0005798770499566589,-0.0006027606578149084,1.9945702469475892e-05,1.9738065692463493e-05,2.0134218962888122e-05,2.0053720144305207e-05,0.004466061180668699,0.004442754291254862,0.004487116999019317,0.004478138022024914,-0.03941823656247141,-0.03549553963635112,-0.043334359567232264,-0.03992892520013375,King
12568.352330972724,12412.05199051563,12634.868140778173,12425.328141772716,96.89195414163164,95.91352550222608,97.28234687467611,96.03225233321596,-0.01137798088603297,-0.011505584724914636,-0.009073275270712793,-0.01198087238894967,2.4387624834392735e-05,2.3784082076109016e-05,2.4813530169740552e-05,2.381910496186417e-05,0.004938382815699157,0.0048768926660435145,0.004981318115693933,0.004880482041956938,-0.19181994131429558,-0.16437757635051203,-0.1937807808325161,-0.161692108949511,King
10991.721186729024,11001.973474245387,10997.991377750926,11001.289035231252,85.81839849135685,85.882408794584,85.86216965328931,85.88089035060867,0.009802731313695462,0.009910081473418209,0.010015724357168803,0.009909250268137637,1.6248075514575263e-05,1.6362547325340805e-05,1.6369376823872475e-05,1.634794250829337e-05,0.004030890164042586,0.004045064563803748,0.004045908652437975,0.004043258897015299,-0.005830449577365957,-0.0059386456673009595,-0.00571690763210098,-0.005798376068365782,Knight
